ID_Lloyds	Name_Lloyds (COUNTRY)	COUNTRY
('3888',)	Barbuda (ATG)	ATG
('4185',)	Barcadera (ABW)	ABW
('5657',)	Barcaldine (GBR)	GBR
('8108',)	Barcarena (BRA)	BRA
('2101',)	Barcelona (ESP)	ESP
('2659',)	Bardenfleth (DEU)	DEU
('4939',)	Bardia (LBY)	LBY
('9690',)	Bareneed (CAN)	CAN
('3900',)	Barents Is. (SJM)	SJM
('2470',)	Barents Sea (RUS)	RUS
('3141',)	Barentsburg (SJM)	SJM
('2014',)	Barfleur (FRA)	FRA
('2309',)	Bari (ITA)	ITA
('10015',)	Barinov-Livanov-Gubkin Field (TKM)	TKM
('254',)	Barletta (ITA)	ITA
('6504',)	Barnstaple (GBR)	GBR
('1203',)	Barr Creek (CAN)	CAN
('8362',)	Barra de Navidad (MEX)	MEX
('5996',)	Barra Is. (GBR)	GBR
('8266',)	Barracuda Field (BRA)	BRA
('3123',)	Barranqueras (ARG)	ARG
('639',)	Barranquilla (COL)	COL
('3195',)	Barreiro (PRT)	PRT
('9639',)	Barrington Passage (CAN)	CAN
('10652',)	Barro do Dande (AGO)	AGO
('6493',)	Barrow ()	
('2238',)	Barrow Deep Anch. (GBR)	GBR
('10723',)	Barrow Island (AUS)	AUS
('4428',)	Barrow Island Terminal (AUS)	AUS
('2761',)	Barrow on Humber (GBR)	GBR
('8200',)	Barrow(USA) (USA)	USA
('4494',)	Barrow-in-Furness (GBR)	GBR
('4432',)	Barry (GBR)	GBR
('2068',)	Barry Beach (AUS)	AUS
('7541',)	Barth (DEU)	DEU
('3954',)	Bartin (TUR)	TUR
('3829',)	Barton (GBR)	GBR
('5651',)	Barton on Humber (GBR)	GBR
('596',)	Bas Kouilou (COG)	COG
('10472',)	Basarabi (ROM)	ROM
('7786',)	Basco (PHL)	PHL
('8066',)	Bashayer Terminal (SDN)	SDN
('1983',)	Basilan Is. (PHL)	PHL
('10038',)	Basker-Manta Field (AUS)	AUS
('5366',)	Basle (CHE)	CHE
('3873',)	Basrah (IRQ)	IRQ
('10045',)	Bass Harbour (USA)	USA
('8022',)	Bass Point (GBR)	GBR
('1571',)	Basse Terre (GLP)	GLP
('1315',)	Bassens (FRA)	FRA
('8161',)	Basseterre (KNA)	KNA
('5370',)	Bastad (SWE)	SWE
('5520',)	Bastia (FRA)	FRA
('5863',)	Basuo (CHN)	CHN
('2012',)	Bata (GNQ)	GNQ
('4151',)	Bataan (PHL)	PHL
('4074',)	Batangas (PHL)	PHL
('8696',)	Bath(CAN) (CAN)	CAN
('1610',)	Bath(USA) (USA)	USA
('3918',)	Bathurst (CAN)	CAN
('1064',)	Batiscan (CAN)	CAN
('7973',)	Baton Rouge (USA)	USA
('430',)	Batsfjord (NOR)	NOR
('1405',)	Battlesbridge (GBR)	GBR
('747',)	Batu Ampar (IDN)	IDN
('147',)	Batu Licin (IDN)	IDN
('1896',)	Batu Phat (MYS)	MYS
('5763',)	Batumi (GEO)	GEO
('10299',)	Batumi Anch. (GEO)	GEO
('8378',)	Bauan (PHL)	PHL
('3017',)	Baubau (IDN)	IDN
('10434',)	Bauna Field (BRA)	BRA
('9964',)	Bautino (KAZ)	KAZ
('1760',)	Bavardeh (IRN)	IRN
('7722',)	Bawdsey Anch. (GBR)	GBR
('8515',)	Bawean Is. (IDN)	IDN
('8441',)	Bay Bulls (CAN)	CAN
('4805',)	Bay City (USA)	USA
('5300',)	Bay de Verde (CAN)	CAN
('884',)	Bay of Bengal (IND)	IND
('5553',)	Bay of Biscay ()	
('5564',)	Bay of Fundy (CAN)	CAN
('3853',)	Bay of Islands (NZL)	NZL
('1794',)	Bay Roberts (CAN)	CAN
('3573',)	Bay Verte(NB) (CAN)	CAN
('5368',)	Bayonne (FRA)	FRA
('7631',)	Bayou La Batre (USA)	USA
('343',)	Bayport (USA)	USA
('3995',)	Bayside (CAN)	CAN
('6406',)	Bayuquan (CHN)	CHN
('8960',)	Bayu-Undan Field (AUS)	AUS
('10421',)	Bayu-Undan SPM (AUS)	AUS
('8674',)	Bazias (ROM)	ROM
('4626',)	Beadon (AUS)	AUS
('802',)	Bear Is. (SJM)	SJM
('9233',)	Beasain (ESP)	ESP
('618',)	Beatrice Terminal (GBR)	GBR
('1240',)	Beaufort (USA)	USA
('1242',)	Beaufort Sea (USA)	USA
('3255',)	Beauharnois Lock (CAN)	CAN
('3304',)	Beaulieu (FRA)	FRA
('8869',)	Beaumaris (GBR)	GBR
('5860',)	Beaumont (USA)	USA
('2177',)	Beaver Cove (CAN)	CAN
('2529',)	Beaver Harbour (CAN)	CAN
('2446',)	Becancour (CAN)	CAN
('10598',)	Bechet (ROM)	ROM
('104',)	Beckingham (GBR)	GBR
('1624',)	Bedhampton (GBR)	GBR
('2043',)	Bedi (IND)	IND
('1514',)	Bee Ness (GBR)	GBR
('9762',)	Beez (BEL)	BEL
('1736',)	Befu (JPN)	JPN
('7572',)	Bei Shan Ling Terminal (CHN)	CHN
('2909',)	Beidenfleth (DEU)	DEU
('4343',)	Beihai (CHN)	CHN
('8121',)	Beijiao (CHN)	CHN
('9337',)	Beiliang (CHN)	CHN
('4915',)	Beilun (CHN)	CHN
('9338',)	Beipei (CHN)	CHN
('5123',)	Beira (MOZ)	MOZ
('10236',)	Beira Anch. (MOZ)	MOZ
('2688',)	Beirut (LBN)	LBN
('5224',)	Bejaia (DZA)	DZA
('10247',)	Bejaia Anch. (DZA)	DZA
('10404',)	Bejaia SPM (DZA)	DZA
('1410',)	Bekapai Terminal (IDN)	IDN
('7542',)	Bekdash (TKM)	TKM
('9315',)	Bekker (EST)	EST
('7993',)	Bekkjarvik (NOR)	NOR
('9251',)	Belanak Terminal (IDN)	IDN
('3062',)	Belawan (IDN)	IDN
('5957',)	Belekeri (IND)	IND
('5041',)	Belem (BRA)	BRA
('253',)	Belfast (GBR)	GBR
('4213',)	Belfast Lough (GBR)	GBR
('5385',)	Belfast(USA) (USA)	USA
('4256',)	Belgium (BEL)	BEL
('1363',)	Belgorod-Dnestrovskiy (UKR)	UKR
('3318',)	Belgrade (SCG)	SCG
('1931',)	Beli (HRV)	HRV
('6479',)	Belida Terminal (IDN)	IDN
('555',)	Belinyu (IDN)	IDN
('1259',)	Belitung Is. (IDN)	IDN
('4260',)	Belize (BLZ)	BLZ
('1107',)	Belize City (BLZ)	BLZ
('7605',)	Bell Bay (AUS)	AUS
('2737',)	Bell Rock (GBR)	GBR
('2284',)	Bella Coola (CAN)	CAN
('114',)	Belle Chasse (USA)	USA
('5309',)	Belle Harbour (CAN)	CAN
('4434',)	Belle Ile (FRA)	FRA
('112',)	Belledune (CAN)	CAN
('1062',)	Bellefontaine (MTQ)	MTQ
('4870',)	Belleoram (CAN)	CAN
('5317',)	Belleville (CAN)	CAN
('111',)	Bellingham (USA)	USA
('275',)	Belomorsk (RUS)	RUS
('6340',)	Belyy Is. (RUS)	RUS
('8616',)	Belyy Ruchey (RUS)	RUS
('9331',)	Belz (FRA)	FRA
('8824',)	Ben Nghe (VNM)	VNM
('3977',)	Ben Thuy (VNM)	VNM
('3442',)	Benbecula (GBR)	GBR
('8255',)	Benchamas Terminal (THA)	THA
('2891',)	Bendorf (DEU)	DEU
('9339',)	Bengbu (CHN)	CHN
('3196',)	Benghazi (LBY)	LBY
('10343',)	Benghazi Anch. (LBY)	LBY
('2232',)	Bengkalis (IDN)	IDN
('2574',)	Bengkulu (IDN)	IDN
('3336',)	Benguela (AGO)	AGO
('4361',)	Beni Saf (DZA)	DZA
('7643',)	Benicia (USA)	USA
('5226',)	Benin (BEN)	BEN
('710',)	Benjamim Constant (BRA)	BRA
('8307',)	Benjina (IDN)	IDN
('5244',)	Bennett Is. (NGA)	NGA
('5533',)	Benoa (IDN)	IDN
('1232',)	Benodet (FRA)	FRA
('6258',)	Bensersiel (DEU)	DEU
('5155',)	Benton Harbour (USA)	USA
('4753',)	Benty (GIN)	GIN
('4075',)	Beppu (JPN)	JPN
('5563',)	Bequia (VCT)	VCT
('3679',)	Berbera (SOM)	SOM
('3857',)	Berdiansk (UKR)	UKR
('7733',)	Berezniki (RUS)	RUS
('7898',)	Bergambacht (NLD)	NLD
('3775',)	Bergen (NOR)	NOR
('422',)	Bergen-op-Zoom (NLD)	NLD
('3466',)	Bergkvara (SWE)	SWE
('9243',)	Bergneset (NOR)	NOR
('9225',)	Bergsfjord (NOR)	NOR
('5311',)	Bergum (NLD)	NLD
('782',)	Bering Sea (RUS)	RUS
('7966',)	Beringovskiy (RUS)	RUS
('1055',)	Berkeley Sound (FLK)	FLK
('8452',)	Berlevaag (NOR)	NOR
('4255',)	Berlin (DEU)	DEU
('4078',)	Bermeo (ESP)	ESP
('3953',)	Bermuda (BMU)	BMU
('5505',)	Berne(DEU) (DEU)	DEU
('10741',)	Berong (PHL)	PHL
('5039',)	Berry Head (GBR)	GBR
('1873',)	Berry Is. (BHS)	BHS
('10720',)	Bertam Terminal (MYS)	MYS
('1477',)	Berwick-upon-Tweed (GBR)	GBR
('2439',)	Beryl Terminal (GBR)	GBR
('9402',)	Bethel (USA)	USA
('3889',)	Bethune (FRA)	FRA
('8155',)	Betio (KIR)	KIR
('2341',)	Beveridge Atoll ()	
('7700',)	Beverley(GBR) (GBR)	GBR
('1525',)	Beverly(USA) (USA)	USA
('5387',)	Beverwijk (NLD)	NLD
('9304',)	Beykoz (TUR)	TUR
('2911',)	Beypore (IND)	IND
('8321',)	Bezdan (SCG)	SCG
('4822',)	Bhagwati Bunder (IND)	IND
('2870',)	Bhavnagar (IND)	IND
('10294',)	Bhavnagar Anch. (IND)	IND
('334',)	Bheemunipatnam (IND)	IND
('2058',)	Biak (IDN)	IDN
('6088',)	Biarritz (FRA)	FRA
('1020',)	Bic (CAN)	CAN
('4663',)	Bicudo Field (BRA)	BRA
('429',)	Bideford (GBR)	GBR
('5713',)	Bienville (USA)	USA
('8501',)	Big Creek (BLZ)	BLZ
('5745',)	Big Harbour (CAN)	CAN
('4418',)	Bigbury Bay (GBR)	GBR
('5486',)	Bigene (GNB)	GNB
('4824',)	Bijela (MTG)	MTG
('9457',)	Bijupira/Salema Field (BRA)	BRA
('9512',)	Bikini Atoll (MHL)	MHL
('3915',)	Bilbao (ESP)	ESP
('217',)	Bildudalur (ISL)	ISL
('96',)	Billefjord (NOR)	NOR
('4789',)	Biloxi (USA)	USA
('2181',)	Bima (IDN)	IDN
('5993',)	Bima Terminal (IDN)	IDN
('3551',)	Bimini Is. (BHS)	BHS
('4462',)	Binatang (MYS)	MYS
('7652',)	Bing Bong (AUS)	AUS
('10522',)	Bing Bong Anch. (AUS)	AUS
('4183',)	Bingen (DEU)	DEU
('9227',)	Binh Duong (VNM)	VNM
('9340',)	Binhai (CHN)	CHN
('5225',)	Binta (GNB)	GNB
('203',)	Bintuhan (IDN)	IDN
('1524',)	Bintulu (MYS)	MYS
('10565',)	Bintulu Anch. (MYS)	MYS
('9891',)	Bintuni (IDN)	IDN
('1438',)	Bioko Is. (GNQ)	GNQ
('746',)	Bird Is. (ZAF)	ZAF
('9335',)	Bird Port (GBR)	GBR
('2766',)	Biringkassi (IDN)	IDN
('10131',)	Birsfelden (CHE)	CHE
('5594',)	Bislig (PHL)	PHL
('1617',)	Bismarck Archipelago (PNG)	PNG
('3350',)	Bissau (GNB)	GNB
('36',)	Bitter Lakes (EGY)	EGY
('4868',)	Bitung (IDN)	IDN
('2517',)	Bizerta (TUN)	TUN
('252',)	Bjornefjord (NOR)	NOR
('5207',)	Bjugn (NOR)	NOR
('3015',)	Black Cape (CAN)	CAN
('81',)	Black Deep Anch. (GBR)	GBR
('4514',)	Black Head (IRL)	IRL
('1746',)	Black River (JAM)	JAM
('23',)	Black Sea ()	
('8979',)	Black Sea Russia (RUS)	RUS
('2351',)	Black Sea USSR (SUN)	SUN
('10670',)	Blacks Harbour (CAN)	CAN
('8526',)	Blacktoft Anch. (GBR)	GBR
('195',)	Blang Lancang (IDN)	IDN
('6278',)	Blaye (FRA)	FRA
('7617',)	Blenheim Field (GBR)	GBR
('4328',)	Blexen (DEU)	DEU
('6125',)	Blexen Roads (DEU)	DEU
('2267',)	Blind River (CAN)	CAN
('1418',)	Block Is. (USA)	USA
('4801',)	Blonduos (ISL)	ISL
('8946',)	Blountstown (USA)	USA
('5803',)	Bluff (NZL)	NZL
('3961',)	Blumenthal (DEU)	DEU
('5512',)	Blyth (GBR)	GBR
('6099',)	Boa Vista (CPV)	CPV
('17',)	Boca Chica (DOM)	DOM
('8276',)	Boca de Pepe (COL)	COL
('8874',)	Boca de Valerio (BRA)	BRA
('6228',)	Boca Grande Terminal (VEN)	VEN
('581',)	Boca Grande(CUB) (CUB)	CUB
('542',)	Boca Grande(USA) (USA)	USA
('694',)	Bocas del Toro (PAN)	PAN
('1974',)	Bodenwerder (DEU)	DEU
('1907',)	Bodo (NOR)	NOR
('5436',)	Bodrum (TUR)	TUR
('5013',)	Bogen (NOR)	NOR
('2371',)	Bogense (DNK)	DNK
('1894',)	Bogo (PHL)	PHL
('4026',)	Bohai Bay (CHN)	CHN
('1577',)	Bohayan Is. (MYS)	MYS
('8005',)	Bohol Is. (PHL)	PHL
('4022',)	Bohus (SWE)	SWE
('7561',)	Boizenburg (DEU)	DEU
('9502',)	Bojonegara (IDN)	IDN
('8035',)	Bokn (NOR)	NOR
('8841',)	Bol (HRV)	HRV
('4952',)	Bolama (GNB)	GNB
('5252',)	Bolimog (SOM)	SOM
('10697',)	Bollstabruk (SWE)	SWE
('7649',)	Bolnes (NLD)	NLD
('779',)	Bolshevik Is. (RUS)	RUS
('7680',)	Bolshoy Kamen (RUS)	RUS
('1711',)	Bolungarvik (ISL)	ISL
('2206',)	Boma (COD)	COD
('202',)	Bomlafjord (NOR)	NOR
('1344',)	Bomlo Is. (NOR)	NOR
('7756',)	Bonaberi (CMR)	CMR
('2484',)	Bonaire (ANT)	ANT
('2448',)	Bonanza (ESP)	ESP
('1361',)	Bonaventure (CAN)	CAN
('3694',)	Bonawe (GBR)	GBR
('242',)	Bo'ness (GBR)	GBR
('8821',)	Bong Sen (VNM)	VNM
('8880',)	Bonga Terminal (NGA)	NGA
('8487',)	Bongao (PHL)	PHL
('8259',)	Bongkot Terminal (THA)	THA
('2689',)	Bonifacio (FRA)	FRA
('4990',)	Bonito Field (BRA)	BRA
('2029',)	Bonn (DEU)	DEU
('4734',)	Bonne Bay (CAN)	CAN
('10169',)	Bonnet Carre Anch. (USA)	USA
('1374',)	Bonnieres (FRA)	FRA
('3903',)	Bonny (NGA)	NGA
('1183',)	Bonny River (NGA)	NGA
('10529',)	Bon-ot (PHL)	PHL
('5253',)	Bontang (IDN)	IDN
('10152',)	Bontang Anch. (IDN)	IDN
('2066',)	Boom (BEL)	BEL
('1875',)	Boothbay (USA)	USA
('8741',)	Boothville (USA)	USA
('1011',)	Boqueron (CUB)	CUB
('2602',)	Borabora Is. (PYF)	PYF
('5859',)	Borburata (VEN)	VEN
('4448',)	Bordeaux (FRA)	FRA
('2976',)	Bordeyri (ISL)	ISL
('5337',)	Bordighera (ITA)	ITA
('8384',)	Boretto (ITA)	ITA
('6424',)	Borg Harbour (NOR)	NOR
('5679',)	Borgarnes (ISL)	ISL
('1845',)	Borgholm (SWE)	SWE
('9978',)	Borhaug (NOR)	NOR
('4888',)	Borj Islam (SYR)	SYR
('4339',)	Borkenes (NOR)	NOR
('4772',)	Borkum (DEU)	DEU
('10127',)	Born (NLD)	NLD
('10041',)	Bornem (BEL)	BEL
('4097',)	Borneo ()	
('1712',)	Bornholm (DNK)	DNK
('8491',)	Borongan (PHL)	PHL
('4916',)	Borssele (NLD)	NLD
('9255',)	Borth (GBR)	GBR
('10141',)	Borusan (TUR)	TUR
('8761',)	Boryoung (KOR)	KOR
('5315',)	Bosaso (SOM)	SOM
('7567',)	Boshnyakovo (RUS)	RUS
('1726',)	Boston(GBR) (GBR)	GBR
('3917',)	Boston(USA) (USA)	USA
('9974',)	Bosund (FIN)	FIN
('4173',)	Botany Bay (AUS)	AUS
('4887',)	Botwood (CAN)	CAN
('3511',)	Bou Grara (TUN)	TUN
('5009',)	Boubele (CIV)	CIV
('10190',)	Boubyan Is. (KWT)	KWT
('5692',)	Bougainville Is. (PNG)	PNG
('4504',)	Boulogne (FRA)	FRA
('8381',)	Bourg (USA)	USA
('2067',)	Bourgas (BGR)	BGR
('6295',)	Bourgas Anch. (BGR)	BGR
('6156',)	Bouri Terminal (LBY)	LBY
('6437',)	Bouvet Is. (BVT)	BVT
('2908',)	Bovagen (NOR)	NOR
('5316',)	Bowen (AUS)	AUS
('5100',)	Bowling (GBR)	GBR
('3333',)	Bowman Is. (ATA)	ATA
('8333',)	Bowmanville (CAN)	CAN
('297',)	Boylston (CAN)	CAN
('3819',)	Bozcaada (TUR)	TUR
('9471',)	Bozhong Field (CHN)	CHN
('10037',)	Brac Is. (HRV)	HRV
('9533',)	Bradenton (USA)	USA
('2283',)	Brae Field (GBR)	GBR
('5611',)	Braefoot Bay (GBR)	GBR
('5303',)	Braila (ROM)	ROM
('5451',)	Braithwaite (USA)	USA
('5756',)	Brake (DEU)	DEU
('1325',)	Branahuie Bay (GBR)	GBR
('8475',)	Brandenburg (DEU)	DEU
('4142',)	Brass Terminal (NGA)	NGA
('8732',)	Bratislava (SVK)	SVK
('6234',)	Brattvag (NOR)	NOR
('108',)	Braunschweig (DEU)	DEU
('6001',)	Brava (CPV)	CPV
('445',)	Braviken (SWE)	SWE
('3891',)	Brayton Point (USA)	USA
('3795',)	Brazil (BRA)	BRA
('9488',)	Brbinj (HRV)	HRV
('6049',)	Bream Bay (NZL)	NZL
('562',)	Breasclete Bay (GBR)	GBR
('3160',)	Breidhdalsvik (ISL)	ISL
('4064',)	Brekstad (NOR)	NOR
('4996',)	Bremanger (NOR)	NOR
('3880',)	Bremen (DEU)	DEU
('1697',)	Bremerhaven (DEU)	DEU
('635',)	Bremerton (USA)	USA
('3305',)	Brent Terminal (GBR)	GBR
('316',)	Brenton Reef (USA)	USA
('3153',)	Breskens (NLD)	NLD
('13',)	Bressay (GBR)	GBR
('3766',)	Brest (FRA)	FRA
('3971',)	Brettesnes (NOR)	NOR
('3172',)	Breves (BRA)	BRA
('4244',)	Brevik (NOR)	NOR
('8592',)	Brevort (USA)	USA
('4249',)	Bridgeport (USA)	USA
('7595',)	Bridgetown (BRB)	BRB
('2514',)	Bridgewater(CAN) (CAN)	CAN
('3736',)	Bridgwater (GBR)	GBR
('2468',)	Bridlington (GBR)	GBR
('2436',)	Bridlington Bay (GBR)	GBR
('9489',)	Bridport(AUS) (AUS)	AUS
('927',)	Bridport(GBR) (GBR)	GBR
('3956',)	Brightlingsea (GBR)	GBR
('7642',)	Brighton(GBR) (GBR)	GBR
('628',)	Brighton(TTO) (TTO)	TTO
('3311',)	Brijuni (HRV)	HRV
('4391',)	Brindisi (ITA)	ITA
('4067',)	Brisbane (AUS)	AUS
('10208',)	Brisbane Anch. (AUS)	AUS
('2821',)	Bristol (GBR)	GBR
('399',)	Bristol Bay (USA)	USA
('2148',)	Bristol Channel (GBR)	GBR
('9403',)	Bristol(USA) (USA)	USA
('1420',)	British Columbia (CAN)	CAN
('6438',)	British Indian Ocean Territory (IOT)	IOT
('6439',)	British Virgin Islands (VGB)	VGB
('10620',)	Brito (NIC)	NIC
('6189',)	Britt (CAN)	CAN
('2883',)	Brixham (GBR)	GBR
('2240',)	Brna (HRV)	HRV
('9602',)	Broadford (GBR)	GBR
('5719',)	Brockville (CAN)	CAN
('3645',)	Brodick (GBR)	GBR
('8015',)	Brodick Bay (GBR)	GBR
('563',)	Brofjorden (SWE)	SWE
('5209',)	Brohl (DEU)	DEU
('851',)	Brokdorf (DEU)	DEU
('6219',)	Bromborough (GBR)	GBR
('10469',)	Bronka (RUS)	RUS
('172',)	Bronnoysund (NOR)	NOR
('4139',)	Bronte (CAN)	CAN
('8431',)	Brooke's Point (PHL)	PHL
('9849',)	Brookings (USA)	USA
('5871',)	Broome (AUS)	AUS
('10086',)	Brotchie Ledge Anch. (CAN)	CAN
('2886',)	Brownsville (USA)	USA
('8171',)	Bruce Mines (CAN)	CAN
('3330',)	Bruges (BEL)	BEL
('3295',)	Bruichladdich (GBR)	GBR
('3944',)	Bruinisse (NLD)	NLD
('2673',)	Brunei Bay ()	
('2932',)	Brunei Bay(Sarawak) ()	
('4248',)	Brunei Darussalam (BRN)	BRN
('5717',)	Brunsbuttel (DEU)	DEU
('2929',)	Brunswick (USA)	USA
('8368',)	Brusnichnoye (RUS)	RUS
('2329',)	Brussels (BEL)	BEL
('9564',)	Brussels-Scheldt Sea Canal (BEL)	BEL
('3375',)	Bruyeres (FRA)	FRA
('9751',)	Bryansk (RUS)	RUS
('4701',)	Bryggja (NOR)	NOR
('9821',)	Bualuang Terminal (THA)	THA
('4341',)	Buatan (IDN)	IDN
('3967',)	Buchan Ness (GBR)	GBR
('664',)	Buchan Terminal (GBR)	GBR
('538',)	Buchanan(LBR) (LBR)	LBR
('539',)	Buchanan(USA) (USA)	USA
('7850',)	Bucharest (ROM)	ROM
('5593',)	Buckie (GBR)	GBR
('1300',)	Bucksport (USA)	USA
('349',)	Budapest (HUN)	HUN
('4257',)	Budava (HRV)	HRV
('2044',)	Budge Budge (IND)	IND
('4399',)	Budir (ISL)	ISL
('5223',)	Budva (MTG)	MTG
('3077',)	Buenaventura (COL)	COL
('2729',)	Buenos Aires (ARG)	ARG
('3445',)	Buffalo (USA)	USA
('8645',)	Buffalo Terminal (AUS)	AUS
('4111',)	Buffington (USA)	USA
('4628',)	Buggenhout (BEL)	BEL
('2057',)	Bugo (PHL)	PHL
('9715',)	Buinen (NLD)	NLD
('5061',)	Buitenhuizen (NLD)	NLD
('10587',)	Bukit Tua Field (IDN)	IDN
('6253',)	Buksefjorden (GRL)	GRL
('2259',)	Bula (IDN)	IDN
('8485',)	Bulan(PHL) (PHL)	PHL
('4259',)	Bulata (PHL)	PHL
('5573',)	Buleleng (IDN)	IDN
('5101',)	Bulgaria (BGR)	BGR
('8544',)	Buli (IDN)	IDN
('8479',)	Bull Anch. (GBR)	GBR
('7520',)	Bull Arm (CAN)	CAN
('2370',)	Bullen Bay (CUW)	CUW
('5663',)	Buluma (PNG)	PNG
('1411',)	Bunbury (AUS)	AUS
('10317',)	Bunbury Anch. (AUS)	AUS
('3651',)	Buncrana (IRL)	IRL
('450',)	Bundaberg (AUS)	AUS
('8876',)	Bunga Kekwa Terminal (MYS)	MYS
('10012',)	Bunga Orkid Field (MYS)	MYS
('8903',)	Bunga Raya Field (MYS)	MYS
('5386',)	Bungenas (SWE)	SWE
('1075',)	Bunnahabhainn Bay (GBR)	GBR
('4359',)	Buras (USA)	USA
('3335',)	Burcht (BEL)	BEL
('5532',)	Burea (SWE)	SWE
('5140',)	Burela (ESP)	ESP
('8387',)	Burevestnik (RUS)	RUS
('2011',)	Burg (DEU)	DEU
('3777',)	Burgeo (CAN)	CAN
('3508',)	Burghead (GBR)	GBR
('3553',)	Burgstaaken (DEU)	DEU
('5012',)	Burin (CAN)	CAN
('4108',)	Burlington(NF) (CAN)	CAN
('8669',)	Burlington(NJ USA) (USA)	USA
('4093',)	Burlington(ONT) (CAN)	CAN
('5018',)	Burnham on Crouch (GBR)	GBR
('5794',)	Burnie (AUS)	AUS
('4035',)	Burns Harbour (USA)	USA
('8229',)	Burnside (USA)	USA
('158',)	Burntisland (GBR)	GBR
('8283',)	Burrard Inlet (CAN)	CAN
('7530',)	Burray (GBR)	GBR
('2808',)	Burriana (ESP)	ESP
('1221',)	Burton upon Stather (GBR)	GBR
('3025',)	Burtonport (IRL)	IRL
('995',)	Buru Is. (IDN)	IDN
('2863',)	Burutu (NGA)	NGA
('5295',)	Busan (KOR)	KOR
('10356',)	Busan Anch. (KOR)	KOR
('2506',)	Bushire (IRN)	IRN
('1223',)	Busselton (AUS)	AUS
('895',)	Busuanga Is. (PHL)	PHL
('5814',)	Busum (DEU)	DEU
('385',)	Butchers Cove (CAN)	CAN
('8045',)	Butinge Terminal (LTU)	LTU
('4755',)	Butuan (PHL)	PHL
('7927',)	Butzfleth (DEU)	DEU
('5143',)	Buvika (NOR)	NOR
('1284',)	Buyukdere (TUR)	TUR
('8018',)	Buzios (BRA)	BRA
('10655',)	Buzios Field (BRA)	BRA
('3491',)	Buzzards Bay (USA)	USA
('8959',)	Bygstad (NOR)	NOR
('3835',)	Byxelkrok (SWE)	SWE
('5510',)	Ca Na (VNM)	VNM
('2109',)	Cabadbaran (PHL)	PHL
('2314',)	Cabanas (CUB)	CUB
('2112',)	Cabedelo (BRA)	BRA
('1937',)	Cabimas (VEN)	VEN
('5506',)	Cabinda (AGO)	AGO
('162',)	Cabo Blanco (PER)	PER
('6013',)	Cabo Cruz (CUB)	CUB
('10676',)	Cabo de Palos (ESP)	ESP
('5552',)	Cabo de Sao Vicente (PRT)	PRT
('279',)	Cabo Negro (CHL)	CHL
('2358',)	Cabo Rojo (DOM)	DOM
('4382',)	Cabo San Lucas (MEX)	MEX
('8377',)	Caboolture (AUS)	AUS
('2964',)	Cabruta (VEN)	VEN
('10194',)	Cachalote Field (BRA)	BRA
('3149',)	Cacheu (GNB)	GNB
('3719',)	Cadiz (ESP)	ESP
('6158',)	Cadlao Terminal (PHL)	PHL
('1975',)	Caen (FRA)	FRA
('1716',)	Caernarfon (GBR)	GBR
('3570',)	Cagayan (PHL)	PHL
('2201',)	Cagayan de Oro (PHL)	PHL
('8215',)	Cagdianao (PHL)	PHL
('4992',)	Cagliari (ITA)	ITA
('6154',)	Cahiracon (IRL)	IRL
('1372',)	Cahirciveen (IRL)	IRL
('8500',)	Cai Lan (VNM)	VNM
('10688',)	Cai Mep (VNM)	VNM
('1797',)	Caibarien (CUB)	CUB
('4568',)	Caicos Is. (TCA)	TCA
('1402',)	Cairnryan (GBR)	GBR
('3531',)	Cairns (AUS)	AUS
('7635',)	Cairo (EGY)	EGY
('9945',)	Cakerawala Field (MYS)	MYS
('1742',)	Calabar (NGA)	NGA
('5770',)	Calaca (PHL)	PHL
('10600',)	Calafat (ROM)	ROM
('3120',)	Calais (FRA)	FRA
('5700',)	Calang (IDN)	IDN
('6321',)	Calapan (PHL)	PHL
('8531',)	Calarasi (ROM)	ROM
('8212',)	Calbayog (PHL)	PHL
('8218',)	Calbuco (CHL)	CHL
('8563',)	Calcite (USA)	USA
('4459',)	Caldera(CHL) (CHL)	CHL
('1441',)	Caldera(CRI) (CRI)	CRI
('2544',)	Caledonian Canal (GBR)	GBR
('4232',)	Caleta Barquito (CHL)	CHL
('572',)	Caleta Clarencia (CHL)	CHL
('8632',)	Caleta Coloso (CHL)	CHL
('2315',)	Caleta Cordova (ARG)	ARG
('6171',)	Caleta Michilla (CHL)	CHL
('4784',)	Caleta Olivia (ARG)	ARG
('7936',)	Caleta Patache (CHL)	CHL
('1909',)	Caleta Patillos (CHL)	CHL
('8033',)	Caleta Paula (ARG)	ARG
('8796',)	Calica (MEX)	MEX
('4225',)	California (USA)	USA
('4042',)	Callao (PER)	PER
('10373',)	Callao Anch. (PER)	PER
('493',)	Calshot Light-vessel (GBR)	GBR
('5885',)	Calvi (FRA)	FRA
('3473',)	Cam Pha (VNM)	VNM
('10683',)	Cam Pha Anch. (VNM)	VNM
('6114',)	Cam Ranh (VNM)	VNM
('5682',)	Camalti (TUR)	TUR
('3460',)	Camamu (BRA)	BRA
('7578',)	Camar Terminal (IDN)	IDN
('1731',)	Camaret (FRA)	FRA
('6091',)	Camarinas (ESP)	ESP
('8931',)	Camarones (ARG)	ARG
('10010',)	Camarupim Field (BRA)	BRA
('182',)	Cambridge (USA)	USA
('6050',)	Camden(ME USA) (USA)	USA
('7974',)	Camden(NJ USA) (USA)	USA
